1051,1051,USER_IDLE,6,1510862036000USER_IDLE1051,2017-11-16 11:56:12,1510862036000,2017-11-16 11:53:56,,,,
1051,1051,USER_ACTIVE,7,1510862042000USER_ACTIVE1051,2017-11-16 11:56:12,1510862042000,2017-11-16 11:54:02,,,,
1051,1051,USER_IDLE,15,1510862299000USER_IDLE1051,2017-11-16 12:26:12,1510862299000,2017-11-16 11:58:19,,,,
1051,1051,USER_ACTIVE,7,1510862317000USER_ACTIVE1051,2017-11-16 12:26:12,1510862317000,2017-11-16 11:58:37,,,,
1051,1051,USER_IDLE,15,1510862634000USER_IDLE1051,2017-11-16 12:26:12,1510862634000,2017-11-16 12:03:54,,,,
1051,1051,USER_ACTIVE,7,1510862790000USER_ACTIVE1051,2017-11-16 12:26:12,1510862790000,2017-11-16 12:06:30,,,,
1051,1051,USER_IDLE,15,1510862939000USER_IDLE1051,2017-11-16 12:26:12,1510862939000,2017-11-16 12:08:59,,,,
1051,1051,USER_ACTIVE,7,1510863319000USER_ACTIVE1051,2017-11-16 12:26:12,1510863319000,2017-11-16 12:15:19,,,,
1051,1051,USER_IDLE,15,1510863497000USER_IDLE1051,2017-11-16 12:26:12,1510863497000,2017-11-16 12:18:17,,,,
1051,1051,USER_ACTIVE,7,1510863762000USER_ACTIVE1051,2017-11-16 12:26:12,1510863762000,2017-11-16 12:22:42,,,,
1051,1051,USER_IDLE,15,1510863869000USER_IDLE1051,2017-11-16 12:26:12,1510863869000,2017-11-16 12:24:29,,,,
1051,1051,USER_ACTIVE,7,1510863871000USER_ACTIVE1051,2017-11-16 12:26:12,1510863871000,2017-11-16 12:24:31,,,,
1051,1051,USER_IDLE,6,1510864771000USER_IDLE1051,2017-11-16 12:56:12,1510864771000,2017-11-16 12:39:31,,,,
1051,1051,USER_ACTIVE,7,1510864777000USER_ACTIVE1051,2017-11-16 12:56:12,1510864777000,2017-11-16 12:39:37,,,,
1051,1051,USER_IDLE,15,1510865359000USER_IDLE1051,2017-11-16 12:56:12,1510865359000,2017-11-16 12:49:19,,,,
1051,1051,USER_ACTIVE,7,1510865383000USER_ACTIVE1051,2017-11-16 12:56:12,1510865383000,2017-11-16 12:49:43,,,,
1051,1051,USER_IDLE,6,1510866282000USER_IDLE1051,2017-11-16 13:26:13,1510866282000,2017-11-16 13:04:42,,,,
1051,1051,USER_ACTIVE,7,1510866284000USER_ACTIVE1051,2017-11-16 13:26:13,1510866284000,2017-11-16 13:04:44,,,,
1051,1051,USER_IDLE,15,1510866495000USER_IDLE1051,2017-11-16 13:26:13,1510866495000,2017-11-16 13:08:15,,,,
1051,1051,USER_ACTIVE,7,1510866519000USER_ACTIVE1051,2017-11-16 13:26:13,1510866519000,2017-11-16 13:08:39,,,,
1051,1051,USER_IDLE,15,1510866840000USER_IDLE1051,2017-11-16 13:26:13,1510866840000,2017-11-16 13:14:00,,,,
1051,1051,USER_ACTIVE,7,1510866878000USER_ACTIVE1051,2017-11-16 13:26:13,1510866878000,2017-11-16 13:14:38,,,,
1051,1051,USER_IDLE,15,1510867322000USER_IDLE1051,2017-11-16 13:26:13,1510867322000,2017-11-16 13:22:02,,,,
1051,1051,USER_ACTIVE,7,1510867497000USER_ACTIVE1051,2017-11-16 13:26:13,1510867497000,2017-11-16 13:24:57,,,,
1051,1051,USER_IDLE,15,1510867562000USER_IDLE1051,2017-11-16 13:26:13,1510867562000,2017-11-16 13:26:02,,,,
1051,1051,USER_ACTIVE,7,1510867607000USER_ACTIVE1051,2017-11-16 13:56:13,1510867607000,2017-11-16 13:26:47,,,,
1051,1051,USER_IDLE,6,1510868506000USER_IDLE1051,2017-11-16 13:56:13,1510868506000,2017-11-16 13:41:46,,,,
1051,1051,USER_ACTIVE,7,1510868508000USER_ACTIVE1051,2017-11-16 13:56:13,1510868508000,2017-11-16 13:41:48,,,,
